,timestamp,temperature,humidity,wind_speed,precipitation,vegetation_index,human_activity_index,latitude,longitude,fire_risk
37,2020-01-02 13:00:00,28.1,72,34,1.0,56,100,45.2052,-72.3221,0
38,2020-01-02 14:00:00,18.9,29,19,4.9,68,30,45.7807,-73.1744,0
39,2020-01-02 15:00:00,24.4,39,24,4.4,58,97,45.7276,-72.32,0
40,2020-01-02 16:00:00,32.1,43,5,2.7,76,54,45.3958,-73.9821,0
41,2020-01-02 17:00:00,25.6,79,37,3.3,55,58,45.5355,-73.0098,0
42,2020-01-02 18:00:00,17.3,89,26,1.2,36,70,45.6147,-72.4962,0
43,2020-01-02 19:00:00,26.6,10,14,3.8,74,25,44.5115,-72.6143,0
44,2020-01-02 20:00:00,39.8,66,5,3.5,64,70,45.0493,-72.6795,0
45,2020-01-02 21:00:00,29.3,46,12,3.9,77,10,45.6445,-73.1894,0
46,2020-01-02 22:00:00,31.1,44,18,1.4,75,7,44.5476,-72.3686,0
47,2020-01-02 23:00:00,16.0,41,30,1.9,74,11,45.3904,-72.7456,0
48,2020-01-03 00:00:00,32.7,60,1,0.3,71,7,45.1475,-73.3607,0
49,2020-01-03 01:00:00,21.5,46,38,4.5,54,38,45.1465,-73.3973,0
50,2020-01-03 02:00:00,31.0,27,38,2.3,47,47,44.8971,-73.2886,0
51,2020-01-03 03:00:00,20.4,81,14,0.9,40,63,45.7421,-72.6355,0
52,2020-01-03 04:00:00,29.0,79,0,1.4,39,25,44.2837,-72.0378,0
53,2020-01-03 05:00:00,20.2,22,8,3.2,43,52,44.8546,-72.9606,0
54,2020-01-03 06:00:00,23.3,72,18,4.1,43,75,44.5794,-72.334,0
55,2020-01-03 07:00:00,33.8,80,9,2.7,55,53,44.2992,-72.0854,0
56,2020-01-03 08:00:00,34.1,40,40,3.8,58,84,45.8822,-72.8678,0
57,2020-01-03 09:00:00,25.4,27,0,1.8,75,83,45.3145,-73.3987,0
58,2020-01-03 10:00:00,28.9,83,1,4.8,47,95,45.1051,-72.926,0
59,2020-01-03 11:00:00,19.7,61,25,0.5,77,45,44.3008,-73.606,0
60,2020-01-03 12:00:00,26.4,70,8,2.6,67,58,44.0047,-73.0065,0
61,2020-01-03 13:00:00,17.1,56,36,2.2,80,11,45.6571,-73.9328,0
62,2020-01-03 14:00:00,20.2,44,0,4.0,66,19,45.2225,-72.0348,0
63,2020-01-03 15:00:00,16.4,73,39,1.0,76,25,44.9593,-73.0157,0
64,2020-01-03 16:00:00,28.6,49,20,3.8,65,60,44.9392,-73.3212,0
65,2020-01-03 17:00:00,18.5,37,2,2.8,72,61,45.5262,-73.5756,0
66,2020-01-03 18:00:00,26.4,72,13,4.2,30,63,45.0375,-73.9517,0
67,2020-01-03 19:00:00,30.3,25,39,4.5,58,13,44.3111,-72.8328,0
68,2020-01-03 20:00:00,24.3,11,8,2.2,67,71,44.5202,-72.845,0
69,2020-01-03 21:00:00,25.4,26,9,4.0,63,59,45.6981,-72.4056,0
70,2020-01-03 22:00:00,35.7,14,26,3.5,74,86,44.9457,-73.3154,0
71,2020-01-03 23:00:00,15.3,68,31,1.1,59,8,45.6766,-73.3011,0
72,2020-01-04 00:00:00,23.4,17,15,0.8,78,66,44.2813,-73.8299,0
73,2020-01-04 01:00:00,38.8,59,31,4.1,46,88,45.4402,-72.3607,0
74,2020-01-04 02:00:00,17.7,60,34,0.5,59,88,45.0523,-72.5271,0
75,2020-01-04 03:00:00,19.9,11,19,1.5,68,30,45.0822,-73.9875,0
76,2020-01-04 04:00:00,30.4,39,40,3.9,72,64,44.4971,-73.3369,0
77,2020-01-04 05:00:00,38.8,25,36,2.2,37,7,45.5358,-72.9381,0
78,2020-01-04 06:00:00,31.2,88,31,0.9,64,9,44.099,-72.9969,0
79,2020-01-04 07:00:00,36.9,75,15,3.6,38,25,44.4546,-72.7039,0
80,2020-01-04 08:00:00,25.3,62,16,0.6,45,44,45.3415,-72.4202,0
81,2020-01-04 09:00:00,38.5,13,22,1.2,50,78,44.6818,-72.523,0
82,2020-01-04 10:00:00,19.2,63,36,2.4,74,92,45.6686,-72.5952,0
83,2020-01-04 11:00:00,34.7,43,35,2.2,41,82,44.1839,-72.3072,0
84,2020-01-04 12:00:00,21.5,19,0,4.9,69,35,44.1869,-73.1416,0
85,2020-01-04 13:00:00,39.1,45,7,4.1,30,16,44.0778,-72.3184,0
86,2020-01-04 14:00:00,15.9,84,20,2.7,54,32,45.3841,-73.6537,0
87,2020-01-04 15:00:00,20.0,32,33,3.9,62,33,44.3705,-73.0813,0
88,2020-01-04 16:00:00,29.2,63,2,4.1,38,26,44.4762,-72.5846,0
89,2020-01-04 17:00:00,17.1,40,11,0.0,39,60,44.6442,-73.7717,0
90,2020-01-04 18:00:00,28.8,17,23,0.7,48,62,44.0902,-72.8782,0
91,2020-01-04 19:00:00,37.7,43,31,4.6,59,98,44.4643,-72.1437,0
92,2020-01-04 20:00:00,26.3,28,13,1.7,43,95,45.0096,-72.6934,0
93,2020-01-04 21:00:00,24.3,39,12,5.0,40,100,44.3448,-73.4231,0
94,2020-01-04 22:00:00,35.7,43,38,3.1,30,8,45.6374,-72.0709,0
95,2020-01-04 23:00:00,19.4,88,39,1.2,41,38,44.0179,-72.4203,0
96,2020-01-05 00:00:00,28.3,26,28,1.3,61,48,44.5182,-73.7019,0
97,2020-01-05 01:00:00,28.5,82,32,1.9,32,32,45.6745,-73.0773,0
98,2020-01-05 02:00:00,32.3,47,14,1.2,36,1,45.8296,-72.4606,0
99,2020-01-05 03:00:00,36.2,63,4,3.5,42,1,45.4621,-73.0004,0
100,2020-01-05 04:00:00,35.4,41,17,3.4,31,68,44.5008,-72.2155,0
101,2020-01-05 05:00:00,32.4,55,3,1.3,79,11,45.2026,-73.9528,0
102,2020-01-05 06:00:00,32.6,74,29,1.8,61,72,45.3851,-72.6303,0
103,2020-01-05 07:00:00,27.7,72,7,2.8,64,55,45.0601,-72.1515,0
104,2020-01-05 08:00:00,36.0,52,32,4.1,50,70,45.2368,-73.8874,0
105,2020-01-05 09:00:00,29.8,10,22,4.3,37,70,45.505,-73.1849,0
106,2020-01-05 10:00:00,21.0,49,25,4.5,65,0,45.3204,-73.0614,0
107,2020-01-05 11:00:00,24.7,89,30,1.5,73,19,45.0875,-73.8512,0
108,2020-01-05 12:00:00,23.3,27,32,3.6,56,9,44.9065,-73.3516,0
109,2020-01-05 13:00:00,24.8,45,10,1.0,53,24,45.5285,-72.0393,0
110,2020-01-05 14:00:00,15.9,66,25,2.7,80,81,44.4171,-73.0451,0
111,2020-01-05 15:00:00,39.2,33,15,2.2,70,93,45.9126,-73.1858,0
112,2020-01-05 16:00:00,22.7,14,29,2.9,70,42,45.8176,-73.0827,0
113,2020-01-05 17:00:00,19.4,79,17,0.9,74,83,45.7948,-73.3075,0
114,2020-01-05 18:00:00,38.9,31,23,2.6,44,89,44.1391,-73.1759,0
115,2020-01-05 19:00:00,15.5,78,5,4.6,48,47,45.3285,-72.6447,0
116,2020-01-05 20:00:00,31.3,78,16,4.1,40,37,44.7939,-73.7841,0
117,2020-01-05 21:00:00,29.4,43,15,4.1,39,31,44.427,-73.0913,0
118,2020-01-05 22:00:00,29.0,33,6,1.8,38,12,45.052,-73.9015,0
119,2020-01-05 23:00:00,32.9,61,27,0.6,59,12,44.7465,-73.2315,0
120,2020-01-06 00:00:00,35.5,23,15,1.1,53,96,44.6204,-72.4762,0
121,2020-01-06 01:00:00,29.8,25,0,4.6,30,97,45.0875,-73.9273,0
122,2020-01-06 02:00:00,27.9,76,16,2.3,53,9,44.3836,-73.7642,0
123,2020-01-06 03:00:00,20.9,23,18,2.8,57,66,45.7264,-73.9065,0
124,2020-01-06 04:00:00,21.3,32,32,0.5,52,31,45.9278,-72.3413,0
125,2020-01-06 05:00:00,22.8,83,39,0.1,62,45,44.1755,-72.8264,0
126,2020-01-06 06:00:00,38.5,47,29,2.6,45,26,45.7105,-72.1009,0
127,2020-01-06 07:00:00,35.4,60,17,3.5,62,45,45.3899,-73.5501,0
128,2020-01-06 08:00:00,33.0,37,11,2.5,74,2,44.0641,-73.744,0
129,2020-01-06 09:00:00,34.7,37,30,3.0,80,72,44.4492,-72.4602,0
130,2020-01-06 10:00:00,33.6,88,15,0.8,35,14,45.9231,-72.7447,0
131,2020-01-06 11:00:00,24.5,76,8,3.3,74,98,45.8567,-73.4456,0
132,2020-01-06 12:00:00,16.7,14,25,2.6,43,21,45.4007,-73.0593,0
133,2020-01-06 13:00:00,15.8,54,29,2.6,50,22,44.3938,-72.4929,0
134,2020-01-06 14:00:00,33.8,27,39,4.0,53,25,45.1421,-72.1875,0
135,2020-01-06 15:00:00,22.6,61,27,2.3,30,98,45.343,-73.0915,0
136,2020-01-06 16:00:00,36.8,33,15,1.9,77,17,45.8114,-72.1056,0
137,2020-01-06 17:00:00,20.4,17,2,2.8,61,21,45.6468,-73.3031,0
138,2020-01-06 18:00:00,37.1,84,19,3.9,34,92,45.9389,-73.6172,0
139,2020-01-06 19:00:00,35.0,42,10,3.3,56,7,45.2223,-73.5447,0
140,2020-01-06 20:00:00,35.5,77,7,2.6,34,49,44.0007,-72.3946,0
141,2020-01-06 21:00:00,38.3,35,21,4.8,80,56,44.921,-73.4102,0
142,2020-01-06 22:00:00,32.9,12,12,3.1,41,17,44.5386,-73.4994,0
143,2020-01-06 23:00:00,39.7,66,16,2.2,45,16,45.1152,-72.4679,0
144,2020-01-07 00:00:00,17.7,90,30,2.8,55,98,44.6355,-73.7724,0
145,2020-01-07 01:00:00,28.1,64,17,1.7,74,23,44.7895,-73.0059,0
146,2020-01-07 02:00:00,29.8,47,39,1.3,35,9,44.798,-72.3954,0
147,2020-01-07 03:00:00,36.0,30,15,0.8,40,60,44.2657,-72.5097,0
148,2020-01-07 04:00:00,22.5,29,0,2.2,80,85,44.9474,-73.912,0
149,2020-01-07 05:00:00,33.3,79,18,3.9,31,34,44.2446,-72.4594,0
150,2020-01-07 06:00:00,38.5,58,14,3.4,34,15,44.4094,-72.386,0
151,2020-01-07 07:00:00,21.2,21,30,2.9,46,99,44.2236,-73.707,0
152,2020-01-07 08:00:00,39.2,68,34,2.4,47,71,45.508,-72.4286,0
153,2020-01-07 09:00:00,28.5,25,16,1.0,42,70,45.5943,-72.7678,0
154,2020-01-07 10:00:00,37.2,52,30,4.4,67,97,44.9131,-73.2523,0
155,2020-01-07 11:00:00,18.9,29,3,0.1,70,71,44.7948,-73.0795,0
156,2020-01-07 12:00:00,35.2,44,37,1.4,36,2,44.8617,-73.3902,0
157,2020-01-07 13:00:00,17.8,48,8,1.6,42,69,45.795,-73.7684,0
158,2020-01-07 14:00:00,22.0,49,35,4.3,33,45,45.16,-73.0915,0
159,2020-01-07 15:00:00,23.6,19,16,3.1,72,58,44.3422,-72.1327,0
160,2020-01-07 16:00:00,36.0,61,38,0.6,42,100,45.9111,-73.3945,0
161,2020-01-07 17:00:00,19.5,14,19,1.2,72,37,44.125,-73.6431,0
162,2020-01-07 18:00:00,36.6,30,28,2.4,63,85,44.5764,-72.201,0
163,2020-01-07 19:00:00,22.8,88,23,0.2,75,51,45.9326,-72.1638,0
164,2020-01-07 20:00:00,38.7,20,18,1.5,51,46,44.1332,-73.89,0
165,2020-01-07 21:00:00,16.6,60,31,1.2,43,81,44.9064,-73.1872,0
166,2020-01-07 22:00:00,24.4,13,33,2.6,40,78,45.8262,-73.0042,0
167,2020-01-07 23:00:00,31.6,72,25,1.4,75,72,45.9328,-72.3596,0
168,2020-01-08 00:00:00,36.3,65,8,1.6,37,76,45.0271,-72.953,0
169,2020-01-08 01:00:00,25.2,35,14,1.1,37,33,44.6706,-73.5378,0
170,2020-01-08 02:00:00,23.3,20,8,0.0,44,97,45.224,-73.6879,0
171,2020-01-08 03:00:00,31.2,86,36,1.8,39,50,44.0953,-73.5902,0
172,2020-01-08 04:00:00,36.9,50,24,3.5,47,26,44.2657,-72.9577,0
173,2020-01-08 05:00:00,37.1,88,11,0.9,34,46,44.5172,-73.083,0
174,2020-01-08 06:00:00,37.9,14,12,2.2,72,16,44.6377,-72.0082,0
175,2020-01-08 07:00:00,24.4,33,13,3.4,53,84,44.4,-73.2513,0
176,2020-01-08 08:00:00,22.7,33,29,0.5,40,7,45.8201,-72.7205,0
177,2020-01-08 09:00:00,39.2,73,30,3.6,42,59,44.5162,-73.2147,0
178,2020-01-08 10:00:00,31.2,55,30,1.4,42,60,45.2928,-72.9865,0
179,2020-01-08 11:00:00,32.7,85,8,0.6,69,5,45.8628,-73.7477,0
180,2020-01-08 12:00:00,31.3,41,37,4.2,76,54,44.1246,-73.2562,0
181,2020-01-08 13:00:00,26.0,65,18,2.4,31,80,44.5129,-73.0843,0
182,2020-01-08 14:00:00,29.1,64,7,2.4,78,61,45.9509,-73.0588,0
183,2020-01-08 15:00:00,21.6,67,18,0.6,78,83,44.9219,-72.1252,0
184,2020-01-08 16:00:00,17.8,60,1,3.0,31,92,44.9236,-73.2479,0
185,2020-01-08 17:00:00,35.5,15,10,3.7,31,88,44.7818,-73.0759,0
186,2020-01-08 18:00:00,17.6,41,2,4.2,69,52,45.9383,-72.706,0
187,2020-01-08 19:00:00,30.1,49,38,2.1,68,87,45.9591,-72.8753,0
188,2020-01-08 20:00:00,19.6,39,23,2.1,31,85,44.7201,-73.5771,0
189,2020-01-08 21:00:00,25.8,29,9,4.0,48,30,45.7853,-72.8577,0
190,2020-01-08 22:00:00,30.9,28,25,1.3,78,77,44.769,-73.5878,0
191,2020-01-08 23:00:00,15.4,43,14,1.9,48,73,45.6371,-73.0752,0
192,2020-01-09 00:00:00,27.3,68,21,1.4,56,32,45.3331,-72.0077,0
193,2020-01-09 01:00:00,32.6,35,38,2.8,54,39,45.5273,-73.2231,0
194,2020-01-09 02:00:00,17.1,65,31,1.8,61,52,44.5463,-73.3633,0
195,2020-01-09 03:00:00,38.0,14,40,0.3,79,77,45.0836,-73.3206,1
196,2020-01-09 04:00:00,29.0,64,33,0.7,55,72,45.8386,-73.2762,0
197,2020-01-09 05:00:00,23.4,66,36,0.9,54,7,45.7326,-72.7499,0
198,2020-01-09 06:00:00,35.8,10,28,3.9,51,68,44.8351,-72.6318,0
199,2020-01-09 07:00:00,17.5,70,30,2.3,65,67,45.1885,-72.6738,0
200,2020-01-09 08:00:00,38.4,66,29,0.6,35,45,45.0656,-73.8417,0
201,2020-01-09 09:00:00,32.1,48,11,2.0,38,55,45.2604,-72.7938,0
202,2020-01-09 10:00:00,29.4,39,21,0.5,52,32,44.2133,-73.7166,0
203,2020-01-09 11:00:00,33.7,40,24,0.3,64,90,44.124,-73.7185,0
204,2020-01-09 12:00:00,17.5,40,30,4.5,58,53,45.185,-73.187,0
205,2020-01-09 13:00:00,22.2,90,7,1.1,48,79,44.852,-73.2831,0
206,2020-01-09 14:00:00,16.3,90,31,2.5,70,53,45.5236,-73.5529,0
207,2020-01-09 15:00:00,36.8,88,2,4.5,42,47,45.1757,-73.3352,0
208,2020-01-09 16:00:00,18.9,18,16,2.9,44,92,45.0722,-72.1574,0
209,2020-01-09 17:00:00,23.6,43,26,4.1,69,38,45.4873,-72.572,0
210,2020-01-09 18:00:00,21.8,30,5,0.2,56,99,45.5117,-72.5717,0
211,2020-01-09 19:00:00,39.1,35,16,4.2,43,77,45.3445,-73.198,0
212,2020-01-09 20:00:00,19.6,76,8,3.3,32,18,44.1408,-72.1468,0
213,2020-01-09 21:00:00,22.4,78,36,4.0,71,75,44.7872,-72.0819,0
214,2020-01-09 22:00:00,32.0,53,18,0.9,74,94,44.5496,-73.8769,0
215,2020-01-09 23:00:00,17.3,72,34,2.3,54,32,45.1163,-73.8602,0
216,2020-01-10 00:00:00,16.2,37,1,2.7,78,88,44.8566,-73.2597,0
217,2020-01-10 01:00:00,18.4,78,12,0.3,79,16,45.9239,-72.6042,0
218,2020-01-10 02:00:00,28.5,40,2,3.5,72,37,44.9143,-73.7223,0
219,2020-01-10 03:00:00,24.1,26,10,0.0,51,95,45.5672,-73.7298,0
220,2020-01-10 04:00:00,22.0,83,5,4.2,37,26,44.0001,-73.1593,0
221,2020-01-10 05:00:00,32.5,19,25,3.3,51,26,44.1354,-72.9707,0
222,2020-01-10 06:00:00,23.2,48,25,1.4,61,31,44.7243,-73.672,0
223,2020-01-10 07:00:00,17.5,54,8,1.0,38,90,45.651,-72.9273,0
224,2020-01-10 08:00:00,38.2,67,3,4.3,34,48,44.9747,-72.9222,0
225,2020-01-10 09:00:00,20.2,77,29,1.0,33,91,44.4791,-72.8353,0
226,2020-01-10 10:00:00,35.6,80,38,2.7,63,1,45.1773,-73.444,0
227,2020-01-10 11:00:00,23.5,32,38,2.6,35,65,45.2959,-72.1516,0
228,2020-01-10 12:00:00,30.3,11,26,0.9,78,62,44.9213,-73.0814,0
229,2020-01-10 13:00:00,17.4,31,16,0.0,31,30,45.9837,-72.7557,0
230,2020-01-10 14:00:00,30.4,40,35,4.6,52,61,44.9378,-73.8232,0
231,2020-01-10 15:00:00,19.3,53,22,3.0,80,32,45.8633,-73.846,0
232,2020-01-10 16:00:00,29.5,18,5,0.6,37,68,45.8972,-72.2748,0
233,2020-01-10 17:00:00,34.6,41,4,1.3,50,8,45.3098,-73.3391,0
234,2020-01-10 18:00:00,24.9,90,7,2.6,47,19,45.5525,-72.999,0
235,2020-01-10 19:00:00,18.5,88,37,1.0,51,7,45.0393,-73.5318,0
236,2020-01-10 20:00:00,20.2,26,20,3.2,34,13,44.9652,-72.5417,0
237,2020-01-10 21:00:00,37.3,57,13,0.3,76,8,45.931,-72.6514,0
238,2020-01-10 22:00:00,19.5,88,16,1.9,59,9,44.0924,-73.2092,0
239,2020-01-10 23:00:00,19.4,20,15,3.7,74,92,44.2283,-72.3789,0
240,2020-01-11 00:00:00,26.1,50,1,2.8,35,48,45.946,-72.1528,0
241,2020-01-11 01:00:00,20.6,80,9,1.5,50,47,44.7397,-73.9606,0
242,2020-01-11 02:00:00,21.3,26,31,0.4,56,21,45.081,-73.9823,0
243,2020-01-11 03:00:00,30.2,50,30,2.4,65,77,45.9373,-72.3112,0
244,2020-01-11 04:00:00,18.1,55,32,1.8,54,32,44.5684,-73.13,0
245,2020-01-11 05:00:00,26.3,59,5,2.5,64,94,45.4655,-72.3613,0
246,2020-01-11 06:00:00,19.6,25,24,0.4,36,62,45.6622,-73.6597,0
247,2020-01-11 07:00:00,19.2,28,11,1.0,44,73,44.6211,-72.9714,0
248,2020-01-11 08:00:00,20.5,49,9,2.3,56,15,44.3847,-73.5247,0
249,2020-01-11 09:00:00,26.5,18,3,0.3,80,33,45.1517,-73.095,0
250,2020-01-11 10:00:00,22.9,25,8,4.2,71,38,45.5844,-73.7108,0
251,2020-01-11 11:00:00,18.8,83,29,4.2,76,55,45.2749,-73.4655,0
252,2020-01-11 12:00:00,26.3,41,31,3.7,36,83,44.2983,-73.2849,0
253,2020-01-11 13:00:00,37.5,72,36,3.9,32,47,44.0262,-73.4865,0
254,2020-01-11 14:00:00,23.4,80,37,0.7,67,8,45.138,-73.3202,0
255,2020-01-11 15:00:00,36.0,37,20,0.9,77,35,44.3083,-73.5452,0
256,2020-01-11 16:00:00,30.7,60,0,0.0,58,67,44.7839,-72.0952,0
257,2020-01-11 17:00:00,27.0,50,29,0.9,57,7,45.1388,-73.6503,0
258,2020-01-11 18:00:00,19.6,26,16,3.8,66,35,45.4925,-72.4882,0
259,2020-01-11 19:00:00,27.8,43,32,1.1,77,68,44.9488,-72.3859,0
260,2020-01-11 20:00:00,38.5,60,7,3.7,39,61,44.9418,-73.5959,0
261,2020-01-11 21:00:00,30.0,61,16,4.7,37,8,44.2815,-72.8058,0
262,2020-01-11 22:00:00,28.9,64,24,0.9,68,73,44.7258,-72.5417,0
263,2020-01-11 23:00:00,21.4,57,8,0.5,47,30,45.3589,-72.8965,0
264,2020-01-12 00:00:00,16.4,61,34,0.2,65,100,45.0105,-73.1119,0
265,2020-01-12 01:00:00,39.7,33,32,0.4,52,34,44.8102,-72.8612,0
266,2020-01-12 02:00:00,21.2,39,5,3.9,60,71,44.6784,-73.2301,0
267,2020-01-12 03:00:00,16.4,34,37,2.8,59,96,44.404,-72.8102,0
268,2020-01-12 04:00:00,28.9,63,28,2.1,44,69,44.9116,-73.6226,0
269,2020-01-12 05:00:00,36.7,57,24,2.8,46,3,44.8715,-72.4813,0
270,2020-01-12 06:00:00,18.5,10,13,1.5,39,67,44.8079,-73.8817,0
271,2020-01-12 07:00:00,38.3,90,10,2.1,49,87,45.5973,-72.5844,0
272,2020-01-12 08:00:00,31.6,28,25,2.4,79,70,45.3921,-73.8941,0
273,2020-01-12 09:00:00,34.3,56,4,4.0,30,4,44.2613,-73.3437,0
274,2020-01-12 10:00:00,30.3,77,33,3.4,72,67,44.613,-73.0041,0
275,2020-01-12 11:00:00,20.6,89,12,1.1,67,53,45.6629,-72.1096,0
276,2020-01-12 12:00:00,24.6,32,21,2.9,46,16,45.2612,-72.9445,0
277,2020-01-12 13:00:00,18.1,45,16,0.6,56,39,45.7776,-73.1719,0
278,2020-01-12 14:00:00,32.6,50,15,1.8,48,2,45.0896,-73.4665,0
279,2020-01-12 15:00:00,39.9,89,25,0.6,42,71,44.7772,-72.2771,0
280,2020-01-12 16:00:00,39.5,60,13,1.2,47,56,45.6773,-73.1757,0
281,2020-01-12 17:00:00,21.5,32,37,2.6,78,93,44.659,-73.1846,0
282,2020-01-12 18:00:00,19.7,65,21,3.3,68,51,44.3161,-73.912,0
283,2020-01-12 19:00:00,25.3,11,29,4.9,31,90,44.2694,-73.8341,0
284,2020-01-12 20:00:00,18.2,49,10,1.0,53,4,44.3857,-72.2806,0
285,2020-01-12 21:00:00,29.3,44,34,1.0,70,29,44.8371,-72.2992,0
286,2020-01-12 22:00:00,22.9,48,10,0.5,61,37,44.656,-72.2237,0
287,2020-01-12 23:00:00,24.6,90,13,4.6,70,96,45.5128,-72.7634,0
288,2020-01-13 00:00:00,26.8,16,37,4.6,56,55,44.3713,-73.1547,0
289,2020-01-13 01:00:00,26.6,28,8,2.3,65,97,45.0672,-72.66,0
290,2020-01-13 02:00:00,20.7,90,33,1.9,35,66,45.8853,-73.8268,0
291,2020-01-13 03:00:00,35.1,71,33,1.0,75,55,45.84,-73.7916,0
292,2020-01-13 04:00:00,30.6,37,20,4.4,38,90,44.258,-73.9779,0
293,2020-01-13 05:00:00,15.8,60,10,3.5,60,1,45.3016,-72.6078,0
294,2020-01-13 06:00:00,24.4,45,6,1.3,76,10,45.1349,-72.843,0
295,2020-01-13 07:00:00,20.1,73,9,3.9,65,71,44.8783,-72.2196,0
296,2020-01-13 08:00:00,31.3,72,3,3.2,46,49,45.6639,-73.0557,0
297,2020-01-13 09:00:00,34.6,88,24,1.7,45,44,45.0599,-72.0674,0
298,2020-01-13 10:00:00,18.1,49,10,2.9,71,28,44.7993,-73.5388,0
299,2020-01-13 11:00:00,35.6,32,31,4.3,65,19,45.6237,-72.2366,0
300,2020-01-13 12:00:00,31.9,87,11,2.9,80,79,44.5098,-73.9604,0
301,2020-01-13 13:00:00,39.1,72,39,3.9,46,31,45.0159,-73.1356,0
302,2020-01-13 14:00:00,37.3,62,29,4.3,42,8,44.4811,-73.195,0
303,2020-01-13 15:00:00,37.1,89,1,2.3,52,50,44.1786,-72.0718,0
304,2020-01-13 16:00:00,17.8,82,7,2.8,42,44,44.2877,-72.6219,0
305,2020-01-13 17:00:00,15.7,42,12,2.5,46,68,45.4291,-72.5019,0
306,2020-01-13 18:00:00,23.8,13,23,2.4,80,81,45.7147,-72.8769,0
307,2020-01-13 19:00:00,22.0,14,31,3.4,48,55,44.58,-73.221,0
308,2020-01-13 20:00:00,33.6,14,2,3.4,42,84,45.9386,-72.3014,0
309,2020-01-13 21:00:00,19.7,84,36,2.2,36,94,44.8118,-73.8968,0
310,2020-01-13 22:00:00,18.1,62,35,2.0,45,6,44.0226,-72.1268,0
311,2020-01-13 23:00:00,22.9,78,16,2.0,69,21,45.2482,-72.256,0
312,2020-01-14 00:00:00,22.1,89,27,2.3,55,74,44.4922,-72.8636,0
313,2020-01-14 01:00:00,15.0,34,3,2.8,72,96,45.82,-73.8615,0
314,2020-01-14 02:00:00,15.4,31,13,0.4,77,59,44.3581,-72.2597,0
315,2020-01-14 03:00:00,30.8,23,30,3.3,43,89,44.5964,-73.9553,0
316,2020-01-14 04:00:00,27.9,49,1,0.5,71,84,44.8623,-73.6979,0
